"embeddings_max";"embeddings_diff";"embeddings_pca";"tfidf";"word_overlap";"ngram_proportion";"uncommon_proportion";"antonyms";"target"
"";"";"";"0.44837463658944576";"0.9661016949152542";"0.23529411764705882";"0.058823529411764705";"0";"2"
"";"";"";"0.4227171793326657";"0.9215686274509803";"0.2";"0.06666666666666667";"0";"2.25"
"";"";"";"0.5017312088225272";"0.9518072289156626";"0.3157894736842105";"0.05263157894736842";"0";"3.75"
"";"";"";"0.19356972437002923";"0.9636363636363636";"0.11764705882352941";"0.058823529411764705";"0";"2.75"
"";"";"";"0.2015815028243399";"0.8490566037735849";"0.13333333333333333";"0.06666666666666667";"0";"2"
"";"";"";"0.4644003711668796";"0.9565217391304348";"0.5555555555555556";"0.037037037037037035";"0";"3"
"";"";"";"0.3290528270895183";"0.9318181818181818";"0.25";"0.08333333333333333";"0";"2.25"
"";"";"";"0.38540597966685464";"0.9285714285714286";"0.15384615384615385";"0.07692307692307693";"0";"2"
"";"";"";"0.15859116378137553";"0.9454545454545454";"0.06666666666666667";"0.06666666666666667";"0";"2.25"
"";"";"";"0.40238840147265653";"0.8444444444444444";"0.18181818181818182";"0.09090909090909091";"0";"5"
"";"";"";"0.5592935188695267";"0.96";"0.5789473684210527";"0.05263157894736842";"0";"4"
"";"";"";"0.5345929798269783";"0.9494949494949495";"0.4";"0.04";"0";"3.75"
"";"";"";"0.6098447958004632";"0.9577464788732394";"0.47619047619047616";"0.047619047619047616";"0";"4"
"";"";"";"0.34081605342729937";"0.9361702127659575";"0.14285714285714285";"0.07142857142857142";"0";"2.5"
"";"";"";"0.5660638476111421";"0.9259259259259259";"0.36363636363636365";"0.09090909090909091";"0";"3"
"";"";"";"0.2954800874453807";"0.9583333333333334";"0.47619047619047616";"0.047619047619047616";"0";"2.5"
"";"";"";"0.20240345821110806";"0.96875";"0.08333333333333333";"0.08333333333333333";"0";"2.25"
"";"";"";"0.2132888793389285";"0.9873417721518988";"0.125";"0.041666666666666664";"0";"2"
"";"";"";"0.3244242806497717";"0.9074074074074074";"0.15789473684210525";"0.05263157894736842";"0";"3.5"
"";"";"";"0.6300925561420825";"0.9888888888888889";"0.3684210526315789";"0.05263157894736842";"0";"4"
"";"";"";"0.30652158563014437";"0.9903846153846154";"0.08695652173913043";"0.043478260869565216";"0";"2.75"
"";"";"";"0.2802835189836195";"0.95";"0.20833333333333334";"0.041666666666666664";"0";"2.5"
"";"";"";"0.431028995062096";"0.963855421686747";"0.3";"0.05";"0";"4"
"";"";"";"0.44123076556344176";"0.9607843137254902";"0.26666666666666666";"0.06666666666666667";"0";"2"
"";"";"";"0.35491890906960144";"0.9605263157894737";"0.2857142857142857";"0.047619047619047616";"0";"2"
"";"";"";"0.35223007109090476";"0.9642857142857143";"0.3333333333333333";"0.041666666666666664";"0";"2.75"
"";"";"";"0.31508782185610196";"0.8152173913043478";"0.09090909090909091";"0.045454545454545456";"0";"3"
"";"";"";"0.424386514635599";"0.8852459016393442";"0.5";"0.05";"0";"2.25"
"";"";"";"0.547837426942267";"0.95";"0.3181818181818182";"0.045454545454545456";"0";"4.75"
"";"";"";"0.5065021277208364";"0.972972972972973";"0.4";"0.05";"0";"3.5"
"";"";"";"0.7088742764231479";"0.9305555555555556";"0.4117647058823529";"0.058823529411764705";"0";"4"
"";"";"";"0.4424991824942607";"0.9821428571428571";"0.23529411764705882";"0.058823529411764705";"0";"3"
"";"";"";"0.22163224525255054";"0.9636363636363636";"0.13333333333333333";"0.06666666666666667";"0";"2.25"
"";"";"";"0.2615853700622319";"0.9393939393939394";"0.15";"0.05";"0";"2.75"
"";"";"";"0.8209674348845258";"0.9878048780487805";"0.8235294117647058";"0.058823529411764705";"0";"4"
"";"";"";"0.2445285246708959";"0.9759036144578314";"0.18181818181818182";"0.045454545454545456";"0";"3.25"
"";"";"";"0.6055400364493227";"0.9859154929577465";"0.47058823529411764";"0.058823529411764705";"0";"3.75"
"";"";"";"0.4074675979621744";"0.9482758620689655";"0.15384615384615385";"0.07692307692307693";"0";"2.75"
"";"";"";"0.5107345855748157";"0.9642857142857143";"0.22727272727272727";"0.045454545454545456";"0";"4.25"
"";"";"";"0.3944281679440841";"0.9523809523809523";"0.3157894736842105";"0.05263157894736842";"0";"3"
"";"";"";"0.518609185087112";"0.9583333333333334";"0.46153846153846156";"0.07692307692307693";"0";"2.75"
"";"";"";"0.34336417023324545";"0.9655172413793104";"0.23529411764705882";"0.058823529411764705";"0";"3.75"
"";"";"";"0.28703380830162517";"0.9411764705882353";"0.14285714285714285";"0.047619047619047616";"0";"2.25"
"";"";"";"0.7042605234761701";"0.9420289855072463";"0.47058823529411764";"0.058823529411764705";"0";"4"
"";"";"";"0.6540382633507196";"0.9433962264150944";"0.35714285714285715";"0.07142857142857142";"0";"4"
"";"";"";"0.4084809499205475";"0.8490566037735849";"0.25";"0.08333333333333333";"0";"3.25"
"";"";"";"0.5988667195245292";"0.9743589743589743";"0.36363636363636365";"0.09090909090909091";"0";"5"
"";"";"";"0.4511844711093964";"0.875";"0.46153846153846156";"0.07692307692307693";"0";"4.5"
"";"";"";"0.4141389867591436";"1.0";"0.2857142857142857";"0.07142857142857142";"0";"3.25"
"";"";"";"0.4104487214883083";"0.9375";"0.25";"0.0625";"0";"2.75"
"";"";"";"0.4521643574934004";"0.9512195121951219";"0.3684210526315789";"0.05263157894736842";"0";"2.25"
"";"";"";"0.4355265844679037";"0.8958333333333334";"0.29411764705882354";"0.058823529411764705";"0";"2.5"
"";"";"";"0.31938578740961837";"0.9324324324324325";"0.21052631578947367";"0.05263157894736842";"0";"3.25"
"";"";"";"0.4823739264085065";"0.9814814814814815";"0.3793103448275862";"0.034482758620689655";"0";"2.75"
"";"";"";"0.4535797733249528";"0.9558823529411765";"0.29411764705882354";"0.058823529411764705";"0";"3.5"
"";"";"";"0.57202326973918";"0.9583333333333334";"0.5";"0.05";"0";"3.25"
"";"";"";"0.5290277326746118";"1.0";"0.6";"0.05";"0";"3.5"
"";"";"";"0.5573009527349426";"0.9836065573770492";"0.6428571428571429";"0.07142857142857142";"0";"4"
"";"";"";"0.2394257487337717";"0.9534883720930233";"0.1";"0.05";"0";"4"
"";"";"";"0.1776001854597924";"0.9069767441860465";"0.09090909090909091";"0.09090909090909091";"0";"2.75"
"";"";"";"0.577668909660095";"0.9487179487179487";"0.6923076923076923";"0.038461538461538464";"0";"4"
"";"";"";"0.6323227890584475";"0.847457627118644";"0.36363636363636365";"0.09090909090909091";"0";"4"
"";"";"";"0.0";"0.9743589743589743";"0.0";"0.1";"0";"3.25"
"";"";"";"0.3621083910911625";"0.9761904761904762";"0.21052631578947367";"0.05263157894736842";"0";"4"
"";"";"";"0.4376929062349011";"0.9333333333333333";"0.3157894736842105";"0.05263157894736842";"0";"3.75"
"";"";"";"0.24574046197246213";"0.981651376146789";"0.19230769230769232";"0.038461538461538464";"0";"1.5"
"";"";"";"0.5284240587594808";"0.9824561403508771";"0.35714285714285715";"0.07142857142857142";"0";"5"
"";"";"";"0.3175662055498588";"1.0";"0.13636363636363635";"0.045454545454545456";"0";"4"
"";"";"";"0.47251314260382465";"0.835820895522388";"0.25";"0.0625";"0";"1.75"
"";"";"";"0.46750560586467854";"0.8854166666666666";"0.5";"0.05";"0";"3.75"
"";"";"";"0.20004472070687646";"0.6";"0.18181818181818182";"0.09090909090909091";"0";"1.5"
"";"";"";"0.7377094050152885";"1.0";"0.6363636363636364";"0.045454545454545456";"0";"5"
"";"";"";"0.2897111895592481";"0.9818181818181818";"0.11764705882352941";"0.058823529411764705";"0";"2.5"
"";"";"";"0.8634666764715521";"1.0";"0.8095238095238095";"0.047619047619047616";"0";"5"
"";"";"";"0.3507636721409513";"0.9393939393939394";"0.2857142857142857";"0.047619047619047616";"0";"2.5"
"";"";"";"0.5345780488970449";"0.9215686274509803";"0.38461538461538464";"0.07692307692307693";"0";"5"
"";"";"";"0.17276581898705862";"0.8666666666666667";"0.07692307692307693";"0.07692307692307693";"0";"2.25"
"";"";"";"0.30954831112149805";"0.9821428571428571";"0.2";"0.06666666666666667";"0";"3.25"
"";"";"";"0.19736177836211577";"0.8809523809523809";"0.16666666666666666";"0.08333333333333333";"0";"3.5"
"";"";"";"0.6493597555515164";"1.0";"0.875";"0.041666666666666664";"0";"5"
"";"";"";"0.7618281015407353";"0.9878048780487805";"0.9130434782608695";"0.043478260869565216";"0";"4"
"";"";"";"0.32337137613812317";"0.9615384615384616";"0.26666666666666666";"0.06666666666666667";"0";"3"
"";"";"";"0.39311803293286096";"0.9056603773584906";"0.25";"0.05";"0";"2.75"
"";"";"";"0.4885378780737058";"0.9444444444444444";"0.375";"0.0625";"0";"2.5"
"";"";"";"0.33703092223077896";"0.9230769230769231";"0.14285714285714285";"0.07142857142857142";"0";"3"
"";"";"";"0.5215450902855472";"0.9010989010989011";"0.5555555555555556";"0.05555555555555555";"0";"4"
"";"";"";"0.7468573360606906";"0.9736842105263158";"0.7142857142857143";"0.047619047619047616";"0";"4"
"";"";"";"0.49411926876024326";"0.927710843373494";"0.47368421052631576";"0.05263157894736842";"0";"2.75"
"";"";"";"0.6321941420994002";"0.9716981132075472";"0.6923076923076923";"0.038461538461538464";"0";"4.25"
"";"";"";"0.3271060889711729";"0.95";"0.42857142857142855";"0.07142857142857142";"0";"4.25"
"";"";"";"0.4360198140356651";"0.9642857142857143";"0.26666666666666666";"0.06666666666666667";"0";"3.25"
"";"";"";"0.3095374696171127";"0.9130434782608695";"0.21428571428571427";"0.07142857142857142";"0";"3.75"
"";"";"";"0.24514474583401036";"0.9692307692307692";"0.14285714285714285";"0.07142857142857142";"0";"3"
"";"";"";"0.0";"0.926829268292683";"0.0";"0.09090909090909091";"0";"2"
"";"";"";"0.31489067596050857";"0.9636363636363636";"0.26666666666666666";"0.06666666666666667";"0";"3.25"
"";"";"";"0.43125693410893473";"0.9761904761904762";"0.44";"0.04";"0";"3.25"
"";"";"";"0.220826554214432";"0.9375";"0.07692307692307693";"0.07692307692307693";"0";"2.5"
"";"";"";"0.38865035149608795";"0.8255813953488372";"0.2777777777777778";"0.05555555555555555";"0";"2"
"";"";"";"0.2857861102743255";"0.9411764705882353";"0.16";"0.04";"0";"2.5"
"";"";"";"0.4236880687110096";"1.0";"0.26666666666666666";"0.06666666666666667";"0";"3"
"";"";"";"0.49205748823671935";"0.9672131147540983";"0.5";"0.05";"0";"4"
"";"";"";"0.3174560711738208";"0.9393939393939394";"0.3333333333333333";"0.05555555555555555";"0";"3.25"
"";"";"";"0.6422022479929927";"1.0";"0.7058823529411765";"0.058823529411764705";"0";"5"
"";"";"";"0.38281825020962457";"0.8875";"0.35294117647058826";"0.058823529411764705";"0";"3"
"";"";"";"0.27302480490404757";"1.0";"0.2";"0.06666666666666667";"0";"2.25"
"";"";"";"0.29522512534057704";"0.9242424242424242";"0.3333333333333333";"0.05555555555555555";"0";"3.75"
"";"";"";"0.12172162688205192";"0.96875";"0.07142857142857142";"0.07142857142857142";"0";"2.25"
"";"";"";"0.506232676692351";"0.9841269841269841";"0.625";"0.0625";"0";"5"
"";"";"";"0.31412035395963595";"0.9743589743589743";"0.16666666666666666";"0.05555555555555555";"0";"2.5"
"";"";"";"0.6223444899948938";"0.9743589743589743";"0.6";"0.03333333333333333";"0";"3.5"
"";"";"";"0.4275007631954607";"0.922077922077922";"0.2857142857142857";"0.07142857142857142";"0";"4"
"";"";"";"0.3662156101691702";"0.8852459016393442";"0.42857142857142855";"0.07142857142857142";"0";"2.75"
"";"";"";"0.3949536845206604";"0.8888888888888888";"0.15";"0.05";"0";"2.75"
"";"";"";"0.6142420036805077";"0.9594594594594594";"0.4117647058823529";"0.058823529411764705";"0";"4"
"";"";"";"0.48967075210959876";"0.9444444444444444";"0.3333333333333333";"0.06666666666666667";"0";"2.25"
"";"";"";"0.21156273854598726";"1.0";"0.2413793103448276";"0.034482758620689655";"0";"2.75"
"";"";"";"0.4679913007969382";"0.9493670886075949";"0.5454545454545454";"0.045454545454545456";"0";"3.5"
"";"";"";"0.5943599362297597";"0.9761904761904762";"0.4";"0.05";"0";"4.5"
"";"";"";"0.5535296831310327";"0.9583333333333334";"0.29411764705882354";"0.058823529411764705";"0";"2.25"
"";"";"";"0.5905439701649274";"0.9577464788732394";"0.5294117647058824";"0.058823529411764705";"0";"4"
"";"";"";"0.528399877574675";"0.9690721649484536";"0.28";"0.04";"0";"3.25"
"";"";"";"0.20130442182268124";"0.9833333333333333";"0.1875";"0.0625";"0";"2.5"
"";"";"";"0.11188637404617628";"0.9411764705882353";"0.0625";"0.0625";"0";"2.75"
"";"";"";"0.4579053749402807";"0.96875";"0.375";"0.0625";"0";"4.75"
"";"";"";"0.2666001346092619";"0.9777777777777777";"0.21428571428571427";"0.07142857142857142";"0";"2.25"
"";"";"";"0.4407231636894479";"1.0";"0.3333333333333333";"0.05555555555555555";"0";"2.5"
"";"";"";"0.32514429170510334";"1.0";"0.2222222222222222";"0.05555555555555555";"0";"3.5"
"";"";"";"0.6329594128311584";"0.8166666666666667";"0.17647058823529413";"0.058823529411764705";"0";"1.75"
"";"";"";"0.4653001532781372";"0.935064935064935";"0.3";"0.05";"0";"2.5"
"";"";"";"0.3062843302419214";"0.9074074074074074";"0.23076923076923078";"0.07692307692307693";"0";"3.25"
"";"";"";"0.5680504984721623";"0.9777777777777777";"0.3333333333333333";"0.08333333333333333";"0";"3"
"";"";"";"0.3232901133893953";"0.9508196721311475";"0.25";"0.0625";"0";"1.75"
"";"";"";"0.30823203504513275";"0.935064935064935";"0.25";"0.0625";"0";"2.25"
"";"";"";"0.20185303758735149";"0.9852941176470589";"0.11764705882352941";"0.058823529411764705";"0";"2.75"
"";"";"";"0.5426779896211693";"1.0";"0.5";"0.08333333333333333";"0";"3.5"
"";"";"";"0.5301455807403457";"0.967032967032967";"0.6818181818181818";"0.045454545454545456";"0";"4"
"";"";"";"0.1840670496163957";"0.8095238095238095";"0.09090909090909091";"0.09090909090909091";"0";"3.5"
"";"";"";"0.2152799882707673";"0.9090909090909091";"0.375";"0.0625";"0";"3.75"
"";"";"";"0.12588635178181246";"0.935064935064935";"0.07142857142857142";"0.07142857142857142";"0";"3.5"
"";"";"";"0.4643389162690029";"0.967741935483871";"0.375";"0.0625";"0";"2.25"
"";"";"";"0.42277453172235285";"0.9166666666666666";"0.1875";"0.0625";"0";"2"
"";"";"";"0.44731635199356806";"0.958904109589041";"0.46153846153846156";"0.07692307692307693";"0";"4.5"
"";"";"";"0.529029660685818";"0.9397590361445783";"0.3";"0.05";"0";"2.5"
"";"";"";"0.37987173045690226";"0.9322033898305084";"0.21428571428571427";"0.07142857142857142";"0";"2.75"
"";"";"";"0.35606500394610224";"0.9032258064516129";"0.23529411764705882";"0.058823529411764705";"0";"3"
"";"";"";"0.3967249340448382";"0.9294117647058824";"0.23529411764705882";"0.058823529411764705";"0";"2.75"
"";"";"";"0.581648206610095";"0.95";"0.3";"0.05";"0";"2.5"
